4.042355799674987793e+01,1.746342909256726159e+02
4.069413399696350098e+01,1.744888280893752892e+02
4.095649504661560059e+01,1.743277853777169639e+02
4.121621394157409668e+01,1.736618787049703769e+02
4.147719812393188477e+01,1.743586411308709501e+02
4.173380208015441895e+01,1.736368749050007807e+02
4.199539113044738770e+01,1.744662562699498665e+02
4.225308609008789062e+01,1.739315245478036331e+02
4.251652193069458008e+01,1.740411916704666453e+02
4.277679705619812012e+01,1.740658154734762491e+02
4.305779910087585449e+01,1.737730658154735011e+02
4.332109808921813965e+01,1.741782185742514173e+02
4.358449196815490723e+01,1.746516947864417091e+02
4.385691595077514648e+01,1.742675938592491036e+02
4.412893295288085938e+01,1.739470284237725934e+02
4.440001106262207031e+01,1.735303237574099455e+02
4.466841912269592285e+01,1.732637938896488947e+02
4.493307495117187500e+01,1.733137254901961057e+02
4.520407295227050781e+01,1.743275573795409628e+02
4.547887706756591797e+01,1.750405836753305948e+02
4.574577999114990234e+01,1.756263109895120635e+02
4.602252507209777832e+01,1.752615139078887125e+02
4.628928613662719727e+01,1.755304757561939368e+02
4.655343294143676758e+01,1.754524243806049526e+02
4.684619307518005371e+01,1.752542179662562774e+02
4.710867595672607422e+01,1.759170846633226972e+02
4.737185406684875488e+01,1.759661802705578282e+02
4.763852095603942871e+01,1.766178750569995373e+02
4.790488409996032715e+01,1.882422100623194865e+02
4.816691398620605469e+01,1.967906216750265855e+02
4.842542695999145508e+01,1.954752241982064334e+02
4.868745803833007812e+01,1.945385316917464706e+02
4.895291113853454590e+01,1.963834169326645451e+02
4.921234703063964844e+01,1.910633834929320471e+02
4.945926904678344727e+01,1.438657090743273841e+02
4.965775895118713379e+01,1.337855297157622942e+02
4.985789299011230469e+01,1.538079495364037257e+02
5.011686301231384277e+01,1.673982368141055019e+02
5.037281799316406250e+01,1.689791001671986521e+02
5.065026402473449707e+01,1.701014591883264870e+02
5.085732412338256836e+01,1.723961088311293679e+02
5.106415605545043945e+01,1.724235446116431376e+02
5.132850003242492676e+01,1.719696002431980730e+02
5.158498096466064453e+01,1.713547651618787313e+02
5.178931498527526855e+01,1.723202614379084991e+02
5.204825711250305176e+01,1.778866849065207418e+02
5.231018304824829102e+01,1.994458124335005493e+02
5.256034302711486816e+01,1.692306581547347832e+02
5.281361794471740723e+01,1.531058671530627464e+02
5.309071111679077148e+01,1.479964280285757638e+02
5.337697410583496094e+01,1.536927344581243347e+02
5.364416313171386719e+01,1.537775497796017419e+02
5.390881514549255371e+01,1.569648882808937458e+02
5.417299294471740723e+01,1.614164766681866752e+02
5.445456194877624512e+01,1.638897248822009658e+02
5.472860908508300781e+01,1.647669098647211001e+02
5.499228310585021973e+01,1.661061711506307859e+02
5.525698804855346680e+01,1.680006079951360505e+02
5.552483510971069336e+01,1.714682322541419808e+02
5.579236006736755371e+01,1.739418604651162923e+02
5.606041193008422852e+01,1.752887216902264527e+02
5.632413697242736816e+01,1.758036935704514292e+02
5.659745097160339355e+01,1.750383036935704411e+02
5.686913204193115234e+01,1.744645842833257063e+02
5.713437509536743164e+01,1.753559051527587656e+02
5.740548896789550781e+01,1.751643106855145504e+02
5.767278695106506348e+01,1.733157014743882200e+02
5.793342900276184082e+01,1.714743122055023434e+02
5.821137213706970215e+01,1.712162942696458288e+02
5.848903107643127441e+01,1.697419820641434853e+02
5.875374197959899902e+01,1.718087095303237675e+02
5.902852392196655273e+01,1.733831889344885440e+02
5.930347299575805664e+01,1.729474084207326143e+02
5.967453813552856445e+01,1.732184982520139727e+02
5.997672295570373535e+01,1.722295941632467020e+02
6.025723695755004883e+01,1.722827937376500813e+02
6.053051996231079102e+01,1.741174190606475349e+02
6.080032110214233398e+01,1.760531995744034077e+02
6.107473611831665039e+01,1.750865633074935488e+02
6.135374712944030762e+01,1.741742666058671603e+02
6.162616801261901855e+01,1.743171454628362937e+02
6.189520001411437988e+01,1.747508739930080708e+02
6.219358301162719727e+01,1.753317373461012494e+02
6.246845102310180664e+01,1.760025079799361549e+02
6.273744797706604004e+01,1.761120991032071572e+02
6.300549006462097168e+01,1.768371333029335801e+02
6.328095698356628418e+01,1.783174494604043048e+02
6.355886602401733398e+01,1.781956224350205105e+02
6.383066892623901367e+01,1.787271621827025285e+02
6.410252094268798828e+01,1.792139382884937220e+02
6.437863993644714355e+01,1.787729138166895098e+02
6.464887595176696777e+01,1.784458884328925308e+02
6.491807603836059570e+01,1.783575771393828973e+02
6.518761897087097168e+01,1.785557075543395911e+02
6.546024513244628906e+01,1.787225262197902396e+02
6.573469400405883789e+01,1.794312965496276036e+02
6.603177809715270996e+01,1.802742818057455452e+02
6.631313300132751465e+01,1.809345645234838003e+02
6.659066796302795410e+01,1.808926128590971132e+02
6.686363911628723145e+01,1.794704362365100963e+02
6.714320302009582520e+01,1.787243502051983626e+02
6.742355394363403320e+01,1.777095303237574342e+02
6.769979000091552734e+01,1.749920200638395045e+02
6.797209596633911133e+01,1.740859553123574699e+02
6.824794411659240723e+01,1.730108679130566998e+02
6.852013993263244629e+01,1.726393828849369356e+02
6.879383492469787598e+01,1.725780513755889842e+02
6.907116293907165527e+01,1.722751177990576252e+02
6.934318900108337402e+01,1.703657850737193939e+02
6.961786913871765137e+01,1.700987232102143025e+02
6.990598702430725098e+01,1.663895728834169461e+02
7.017655801773071289e+01,1.622905456756345757e+02
7.045114302635192871e+01,1.676088311293509605e+02
7.073232913017272949e+01,1.676832345341237271e+02
7.101227211952209473e+01,1.675625474996199955e+02
7.128473091125488281e+01,1.684386684906520770e+02
7.155774807929992676e+01,1.683761209910320531e+02
7.183083295822143555e+01,1.688415412676698395e+02
7.210944104194641113e+01,1.695139078887368953e+02
7.238255405426025391e+01,1.692039823681410553e+02
